#{"t_start": 1658871392.6837873, "env_id": "kuka_handlit_multiprocess-v0"}
r,l,t
-417.477272,51,517.512385
-413.75371,51,1421.912138
-414.487551,51,2476.931767
-418.32836,51,3601.93309
-413.02128,51,4757.381224
-416.862992,51,5900.803786
-409.366287,51,7103.420212
-398.942437,51,8331.377779
-400.798757,51,9493.527454
-414.129141,51,10676.793407
-411.405096,51,11871.06516
-407.673618,51,13081.019372
-419.69765,51,14329.348768
-412.40979,51,15454.539472
-419.516906,51,16640.524971
-420.509567,51,17839.54314
-412.977027,51,18997.116415
-414.275425,51,20167.097964
-415.199613,51,21346.20679
-408.297417,51,22564.812453
-416.191786,51,23723.86259
-412.618392,51,24915.976352
-419.764495,51,26112.543176
-415.411623,51,27338.022928
-412.014569,51,28553.740882
-413.617416,51,29736.111381
-412.600854,51,30943.108205
-404.808687,51,32112.632771
-417.547056,51,33314.533836
-410.31922,51,34567.854538
-415.450006,51,35769.070975
-418.144004,51,36987.651473
-413.454851,51,38193.046936
-400.62209,51,39382.817699
-406.346466,51,40616.001473
-404.269608,51,41817.612282
-407.021243,51,43072.03075
-405.114771,51,44275.834481
-404.130157,51,45478.661423
-394.756217,51,46630.822179
-408.911005,51,47796.880211
-412.114561,51,49024.324164
-414.354504,51,50255.205783
-416.383364,51,51503.368642
-402.123857,51,52740.616161
-403.887419,51,53956.348013
-412.134463,51,55196.986009
-410.401702,51,56434.462535
-407.584674,51,57652.058302
-411.068578,51,58841.56912
-412.408134,51,60095.621217
-393.616426,51,61310.553976
-412.696222,51,62539.624165
-403.980066,51,63765.281062
-408.832524,51,65034.655261
-402.618994,51,66251.416684
-409.600347,51,67499.892363
-411.351515,51,68728.965957
-389.529087,51,69959.456176
-373.05712,51,71200.063666
-386.53348,51,72419.986604
-372.922883,51,73666.385102
-410.068745,51,74882.195596
-388.788868,51,76090.959191
-394.991127,51,77336.494849
-395.003711,51,78559.203381
-387.613394,51,79824.462381
-377.637501,51,81054.635989
-390.904298,51,82294.512497
-377.173546,51,83544.601141
-381.669094,51,84778.476119
-392.976246,51,86051.599459
-377.442566,51,87287.018514
-357.402157,51,88518.561679
-387.689002,51,89787.910388
-384.328952,51,91029.984032
-369.699921,51,92285.326369
-377.864406,51,93524.120997
-392.169411,51,94788.66457
-376.249256,51,96052.527646
-377.895704,51,97328.085224
-376.299404,51,98598.308675
-371.643938,51,99861.973672
-384.759853,51,101123.527314
